signup_id,timeslot_date,credit_status,experiment_name,signup_date,link_click_date
1098,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:36:41 AM,
1099,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:36:43 AM,
1100,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:36:55 AM,
1101,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:38:40 AM,
1102,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:38:58 AM,
1103,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:39:56 AM,
1104,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:43:37 AM,
1105,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:43:40 AM,
1106,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:46:44 AM,
1107,5/24/2022 10:00:00 AM,N,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:47:07 AM,
1108,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:50:41 AM,
1109,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:51:14 AM,
1110,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:54:59 AM,
1111,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:56:45 AM,
1112,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:58:47 AM,
1113,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 10:59:36 AM,
1115,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:00:49 AM,
1116,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:04:43 AM,
1119,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:11:02 AM,
1120,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:12:23 AM,
1121,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:15:19 AM,
1122,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:16:01 AM,
1123,5/25/2022 2:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:19:21 AM,
1124,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:20:00 AM,
1125,5/24/2022 10:00:00 AM,N,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:21:30 AM,
1126,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:22:02 AM,
1127,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:26:13 AM,
1128,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:28:06 AM,
1131,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:42:20 AM,
1132,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:44:37 AM,
1134,5/24/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:49:56 AM,
1135,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:52:35 AM,
1136,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 11:54:38 AM,
1137,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 12:01:55 PM,
1138,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 12:03:41 PM,
1139,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 12:08:33 PM,
1140,5/25/2022 12:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 12:18:48 PM,
1141,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 12:20:52 PM,
1142,5/24/2022 2:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 12:23:09 PM,
1144,5/24/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 12:32:51 PM,
1145,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 12:39:41 PM,
1146,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 12:55:19 PM,
1148,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 1:17:06 PM,
1150,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 1:36:12 PM,
1151,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 1:50:09 PM,
1154,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 2:13:15 PM,
1155,5/24/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 2:17:14 PM,
1157,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 2:25:35 PM,
1158,5/24/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 2:27:16 PM,
1159,5/24/2022 2:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 2:37:38 PM,
1163,5/24/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 3:05:31 PM,
1164,5/24/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 3:06:57 PM,
1166,5/24/2022 2:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 3:24:43 PM,
1167,5/24/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 3:58:31 PM,
1168,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 6:51:06 PM,
1173,5/24/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/20/2022 9:33:46 PM,
1176,5/24/2022 2:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/21/2022 2:24:02 AM,
1177,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/21/2022 2:39:52 AM,
1178,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/21/2022 6:39:06 AM,
1179,5/24/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/21/2022 9:34:25 AM,
1183,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/21/2022 11:47:39 AM,
1185,5/24/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/21/2022 6:06:39 PM,
1187,5/24/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/21/2022 6:15:16 PM,
1188,5/24/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/22/2022 11:01:54 AM,
1190,5/24/2022 2:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/22/2022 11:43:52 AM,
1191,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/22/2022 12:47:32 PM,
1192,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/22/2022 1:23:47 PM,
1193,5/25/2022 2:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/22/2022 3:21:35 PM,
1194,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 10:11:37 AM,
1195,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 10:23:21 AM,
1203,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 12:00:33 PM,
1206,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 2:47:42 PM,
1207,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 2:51:25 PM,
1208,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 3:08:23 PM,
1209,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 4:07:18 PM,
1217,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 6:04:39 PM,
1218,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 6:18:11 PM,
1219,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 6:18:58 PM,
1226,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 6:50:48 PM,
1229,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 7:43:01 PM,
1234,5/25/2022 2:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/23/2022 8:25:35 PM,
1239,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 8:29:19 AM,
1240,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 9:52:27 AM,
1241,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 10:17:03 AM,
1242,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 10:19:23 AM,
1243,5/24/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 10:22:44 AM,
1245,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 12:05:38 PM,
1249,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 1:46:18 PM,
1250,5/25/2022 12:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 1:52:59 PM,
1255,5/25/2022 2:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 3:22:09 PM,
1257,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 4:07:38 PM,
1259,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 4:13:28 PM,
1260,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 4:25:22 PM,
1261,5/25/2022 2:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 4:34:19 PM,
1266,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 4:46:15 PM,
1267,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 4:46:17 PM,
1274,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 7:08:52 PM,
1275,5/25/2022 12:00:00 PM,N,"Buy Now, Pay Later (BROOKS-0422)",5/24/2022 9:48:14 PM,
1278,5/25/2022 2:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/25/2022 9:07:12 AM,
1280,5/25/2022 10:00:00 AM,G,"Buy Now, Pay Later (BROOKS-0422)",5/25/2022 9:29:33 AM,
1281,5/25/2022 12:00:00 PM,G,"Buy Now, Pay Later (BROOKS-0422)",5/25/2022 9:33:03 AM,
1814,10/07/2022 16:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:21:24 PM,
1815,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:21:55 PM,
1816,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:23:18 PM,
1817,10/05/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:24:27 PM,
1818,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:24:56 PM,
1819,10/05/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:25:30 PM,
1820,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:26:42 PM,
1822,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:27:46 PM,
1823,10/05/2022 16:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:29:12 PM,
1824,10/07/2022 16:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:31:07 PM,
1826,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:36:11 PM,
1828,10/07/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:39:03 PM,
1829,10/07/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:40:21 PM,
1830,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:41:09 PM,
1831,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:42:37 PM,
1832,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:43:19 PM,
1833,10/07/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:43:33 PM,
1836,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:48:09 PM,
1837,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:51:04 PM,
1838,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:56:03 PM,
1839,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:56:06 PM,
1842,10/07/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 12:58:39 PM,
1843,10/05/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:01:30 PM,
1844,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:04:53 PM,
1845,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:06:28 PM,
1846,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:07:11 PM,
1847,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:07:32 PM,
1848,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:07:58 PM,
1849,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:08:26 PM,
1850,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:08:48 PM,
1851,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:09:13 PM,
1852,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:09:14 PM,
1853,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:09:23 PM,
1854,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:10:45 PM,
1855,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:10:50 PM,
1856,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:11:08 PM,
1857,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:12:19 PM,
1858,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:12:39 PM,
1859,10/05/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:13:11 PM,
1860,10/07/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:14:17 PM,
1861,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:16:16 PM,
1862,10/05/2022 16:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:19:57 PM,
1863,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:21:25 PM,
1864,10/05/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:23:43 PM,
1865,10/07/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:31:22 PM,
1866,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:33:27 PM,
1868,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:38:10 PM,
1869,10/07/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:39:57 PM,
1870,10/07/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:50:16 PM,
1871,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 1:59:16 PM,
1872,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:04:47 PM,
1873,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:18:56 PM,
1874,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:19:55 PM,
1876,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:28:29 PM,
1877,10/07/2022 16:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:31:39 PM,
1878,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:38:11 PM,
1879,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:39:47 PM,
1880,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:43:03 PM,
1881,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:45:06 PM,
1882,10/07/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:45:07 PM,
1883,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:48:04 PM,
1884,10/05/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:48:22 PM,
1885,10/07/2022 16:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:55:50 PM,
1886,10/05/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 2:55:54 PM,
1888,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 3:10:30 PM,
1889,10/07/2022 16:00,W,Decision Making Study (MENGEL-0722),9/26/2022 3:26:24 PM,
1890,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 3:37:11 PM,
1891,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 4:01:15 PM,
1893,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 4:20:57 PM,
1894,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 4:21:02 PM,
1896,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 4:40:12 PM,
1897,10/06/2022 16:00,W,Decision Making Study (MENGEL-0722),9/26/2022 5:15:47 PM,
1898,10/06/2022 16:00,W,Decision Making Study (MENGEL-0722),9/26/2022 5:18:13 PM,
1899,10/06/2022 16:00,W,Decision Making Study (MENGEL-0722),9/26/2022 6:19:11 PM,
1900,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 6:19:47 PM,
1901,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 6:27:44 PM,
1902,10/07/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 7:11:43 PM,
1903,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 7:21:16 PM,
1905,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 7:57:23 PM,
1907,10/05/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 8:43:30 PM,
1908,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 9:12:45 PM,
1910,10/07/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 10:08:10 PM,
1911,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/26/2022 10:19:52 PM,
1912,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/26/2022 11:33:49 PM,
1913,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/27/2022 1:49:49 AM,
1915,10/05/2022 16:00,W,Decision Making Study (MENGEL-0722),9/27/2022 4:57:02 AM,
1916,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/27/2022 7:37:41 AM,
1917,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/27/2022 10:10:55 AM,
1921,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),9/28/2022 10:21:31 AM,
1922,10/07/2022 16:00,W,Decision Making Study (MENGEL-0722),9/28/2022 10:39:06 AM,
1923,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),9/28/2022 11:06:42 AM,
1924,10/05/2022 16:00,W,Decision Making Study (MENGEL-0722),9/28/2022 12:39:36 PM,
1925,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),9/28/2022 1:33:04 PM,
1926,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),9/29/2022 2:20:46 AM,
1927,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),9/29/2022 8:09:01 AM,
1928,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),9/29/2022 8:50:01 AM,
1929,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),9/29/2022 9:56:21 AM,
1930,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),9/29/2022 3:14:04 PM,
1931,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),9/29/2022 3:52:53 PM,
1932,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),9/29/2022 7:42:25 PM,
1933,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),9/29/2022 8:08:48 PM,
1934,10/05/2022 10:00,W,Decision Making Study (MENGEL-0722),9/30/2022 4:46:29 PM,
1935,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),10/01/2022 0:41,
1936,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),10/02/2022 12:01,
1937,10/07/2022 13:00,W,Decision Making Study (MENGEL-0722),10/02/2022 12:11,
1938,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),10/02/2022 12:14,
1939,10/07/2022 10:00,W,Decision Making Study (MENGEL-0722),10/02/2022 12:14,
1940,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),10/02/2022 12:38,
1941,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),10/02/2022 12:44,
1943,10/07/2022 10:00,W,Decision Making Study (MENGEL-0722),10/02/2022 13:14,
1944,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),10/02/2022 13:39,
1945,10/05/2022 10:00,W,Decision Making Study (MENGEL-0722),10/02/2022 13:45,
1946,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),10/02/2022 14:24,
1947,10/07/2022 10:00,W,Decision Making Study (MENGEL-0722),10/02/2022 15:27,
1948,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),10/02/2022 15:53,
1949,10/06/2022 13:00,W,Decision Making Study (MENGEL-0722),10/02/2022 16:13,
1950,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),10/02/2022 16:48,
1951,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),10/02/2022 17:15,
1952,10/03/2022 10:00,W,Decision Making Study (MENGEL-0722),10/02/2022 17:39,
1953,10/06/2022 16:00,W,Decision Making Study (MENGEL-0722),10/02/2022 17:49,
1954,10/07/2022 10:00,W,Decision Making Study (MENGEL-0722),10/02/2022 17:52,
1955,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),10/02/2022 19:05,
1956,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),10/02/2022 21:28,
1957,10/05/2022 16:00,W,Decision Making Study (MENGEL-0722),10/02/2022 21:38,
1958,10/03/2022 15:00,W,Decision Making Study (MENGEL-0722),10/02/2022 21:58,
1959,10/05/2022 13:00,W,Decision Making Study (MENGEL-0722),10/02/2022 22:03,
1960,10/06/2022 16:00,W,Decision Making Study (MENGEL-0722),10/02/2022 23:31,
1961,10/04/2022 10:00,W,Decision Making Study (MENGEL-0722),10/03/2022 0:12,
1030,5/30/2022 10:30:00 AM,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/18/2022 5:43:28 PM,
1034,5/30/2022 10:30:00 AM,N,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/18/2022 5:47:25 PM,
1036,06/07/2022 10:30,G,ENGLISH MONOLINGUALS (2-part): Interactions of first and second language (SOTOGARCIA-0122) - Part 1,5/18/2022 6:12:07 PM,
